NAME,GENDER,NACIONALITY,ROLE,ACRONYM,OFICIAL_NAME,START_DATE,END_DATE,TOPICS,STATION,INSTITUTIONS_LEAD,INST_LEAD_COUNTRY,FUNDING_SOURCES,Finished,lon,lat
"Andrea, Vincent",F,CR,Principal Investigator,PULSE,Impact of vegetation and rainfall intensity on the emission of greenhouse gases in Palo Verde National Park,03/13/2016,03/13/2017,"rainfall intensity and timing, rain pulse, CO2 flux, tropical dry forest. ",La Selva,Universidad de Costa Rica,CR,OTS - OET,Postponed,-84.0510284,9.9369824
"Christian, Perez",M,US,Principal Investigator,Ecological/behavioral studies of Anolis lizards,Habitat partitioning and locomotor patterns in three species of Costa Rican anoles,06/05/2016,07/31/2016,"Anolis lizards, habitat partitioning, locomotor patterns, mainland species, morphology, perch preference.",La Selva,Harvard University,US,Harvard College Research Program,Finished,-71.1166601,42.3770029
"Carlos, Viquez",M,CR,Senior Personnel,Neotropical Arachnids,"Systematic Studies of Neotropical Arachnids
Estudios Sistemáticos de Arácnidos Neotropicales
",05/20/2016,,"Arachnida, Araneae, Spiders, Opiliones, Harvestmen, Taxonomy, Systematics, Natural history, webs",La Selva,INBio Park,CR,National Science Foundation NSF,Approved,-84.0918811,9.972857
"Gonzalo, Giribet",M,US,Co-PI,Neotropical Arachnids,"Systematic Studies of Neotropical Arachnids
Estudios Sistemáticos de Arácnidos Neotropicales
",05/20/2016,,"Arachnida, Araneae, Spiders, Opiliones, Harvestmen, Taxonomy, Systematics, Natural history, webs",La Selva,Harvard University,US,National Science Foundation NSF,Approved,-71.1166601,42.3770029
"Gustavo, Hormiga",M,US,Principal Investigator,Neotropical Arachnids,"Systematic Studies of Neotropical Arachnids
Estudios Sistemáticos de Arácnidos Neotropicales
",05/20/2016,,"Arachnida, Araneae, Spiders, Opiliones, Harvestmen, Taxonomy, Systematics, Natural history, webs",La Selva,The George Washington University,US,National Science Foundation NSF,Approved,-77.0485992,38.8997145
"Robert, Kallal",M,US,Student,Neotropical Arachnids,"Systematic Studies of Neotropical Arachnids
Estudios Sistemáticos de Arácnidos Neotropicales
",05/20/2016,,"Arachnida, Araneae, Spiders, Opiliones, Harvestmen, Taxonomy, Systematics, Natural history, webs",La Selva,The George Washington University,US,National Science Foundation NSF,Approved,-77.0485992,38.8997145
"Kimberly, Guo",F,US,Intern,Thermal biology of Anolis aquaticus,Can a cool tropical forest lizard take the heat? The ramifications of climate change on a cool-adapted reptile ,06/20/2016,08/20/2016,Anolis aquaticus; global change; habitat conversion; microhabitat; physiological performance; reptile; temperature,Las Cruces,Yale University,US,Yale College Science & QR Center International Fellowship,Finished,-72.9223431,41.3163244
"Lindsey, Swierk",F,US,Principal Investigator,Thermal biology of Anolis aquaticus,Can a cool tropical forest lizard take the heat? The ramifications of climate change on a cool-adapted reptile ,06/20/2016,08/20/2016,Anolis aquaticus; global change; habitat conversion; microhabitat; physiological performance; reptile; temperature,Las Cruces,Yale University,US,Yale College Science & QR Center International Fellowship,Finished,-72.9223431,41.3163244
"Flor, Calderón",F,US,Field Assistant,Ensiferan bioacoustics,Bioacoustics of Grylloidea and Tettigoniidae: associating singing insects with their songs,06/07/2016,06/10/2016,"bioacoustics, crickets, katydids",La Selva,Pasadena City College,US,Personal Funding,Finished,-118.1181898,34.1445828
"Jeffrey, Cole",M,US,Principal Investigator,Ensiferan bioacoustics,Bioacoustics of Grylloidea and Tettigoniidae: associating singing insects with their songs,06/07/2016,06/10/2016,"bioacoustics, crickets, katydids",La Selva,Pasadena City College,US,Personal Funding,Finished,-118.1181898,34.1445828
"Carl, Johnston",M,US,Principal Investigator,h20qual,La Selva stream river water quality,04/06/2016,,,La Selva,Youngstown State University,US,Youngstown State University,Rejected,-80.6480952,41.1066413
"David, Slager",M,US,Student,Tyrannini,An experimental investigation of visual and acoustic mimicry in Tyrannini flycatchers,06/01/2017,12/30/2018,"Mimicry, Tyrannini, competition",La Selva,University of Washington,US,University of Washington Dept of Biology; Organization for Tropical Studies; National Science Foundation NSF,Finished,-122.3035199,47.6553351
"Alexander, Burdo",M,US,Student,Mechanisms of manakin displays,Muscular control of elaborate display behavior in manakins,01/01/2017,01/01/2021,"behavior, physiology, muscle, manakin birds",La Selva,Brown University,US,Personal Funding,Approved,-71.4025482,41.8267718
"Franz, Goller",M,US,Senior Personnel,Mechanisms of manakin displays,Muscular control of elaborate display behavior in manakins,01/01/2017,01/01/2021,"behavior, physiology, muscle, manakin birds",La Selva,University of Utah,US,Personal Funding,Approved,-111.8421021,40.7649368
"Matthew, Fuxjager",M,US,Principal Investigator,Mechanisms of manakin displays,Muscular control of elaborate display behavior in manakins,01/01/2017,01/01/2021,"behavior, physiology, muscle, manakin birds",La Selva,Wake Forest University,US,Personal Funding,Approved,-80.2791958,36.1355052
"Benjamin, Van Doren",M,US,Student,Playback experiments,Measuring the Tempo of Premating Reproductive Isolation in Neotropical Birds,03/15/2016,,"birds, aves, neotropics, biodiversity, premating reproductive isolation, speciation, playback",La Selva,Cornell University,US,University of British Columbia,Approved,-76.4735027,42.4534492
"Graham, Montgomery",M,US,Principal Investigator,Playback experiments,Measuring the Tempo of Premating Reproductive Isolation in Neotropical Birds,03/15/2016,,"birds, aves, neotropics, biodiversity, premating reproductive isolation, speciation, playback",La Selva,Cornell University,US,University of British Columbia,Approved,-76.4735027,42.4534492
"Adrián, Pinto",M,CR,Principal Investigator,FEES antimicrobianos,Búsqueda de nuevos antimicrobianos en jardines fúngicos de hormigas de Costa Rica,01/01/2016,12/31/2017,"Salud
Ambiental
Desarrollo científico
Biodiversidad",La Selva,Universidad de Costa Rica,CR,FEES  CONARE,Finished,-84.0510284,9.9369824
"Bernal, Matarrita",M,CR,Student,FEES antimicrobianos,Búsqueda de nuevos antimicrobianos en jardines fúngicos de hormigas de Costa Rica,01/01/2016,12/31/2017,"Salud
Ambiental
Desarrollo científico
Biodiversidad",La Selva,Universidad de Costa Rica,CR,FEES  CONARE,Finished,-84.0510284,9.9369824
"Esteve, Mesen",M,CR,Student,FEES antimicrobianos,Búsqueda de nuevos antimicrobianos en jardines fúngicos de hormigas de Costa Rica,01/01/2016,12/31/2017,"Salud
Ambiental
Desarrollo científico
Biodiversidad",La Selva,Universidad de Costa Rica,CR,FEES  CONARE,Finished,-84.0510284,9.9369824
"Gabriel, Monge",M,CR,Student,FEES antimicrobianos,Búsqueda de nuevos antimicrobianos en jardines fúngicos de hormigas de Costa Rica,01/01/2016,12/31/2017,"Salud
Ambiental
Desarrollo científico
Biodiversidad",La Selva,Universidad de Costa Rica,CR,FEES  CONARE,Finished,-84.0510284,9.9369824
"Karla, Solis",F,CR,Student,FEES antimicrobianos,Búsqueda de nuevos antimicrobianos en jardines fúngicos de hormigas de Costa Rica,01/01/2016,12/31/2017,"Salud
Ambiental
Desarrollo científico
Biodiversidad",La Selva,Universidad de Costa Rica,CR,FEES  CONARE,Finished,-84.0510284,9.9369824
"Max, Chavarria",M,CR,Collaborator,FEES antimicrobianos,Búsqueda de nuevos antimicrobianos en jardines fúngicos de hormigas de Costa Rica,01/01/2016,12/31/2017,"Salud
Ambiental
Desarrollo científico
Biodiversidad",La Selva,Universidad de Costa Rica,CR,FEES  CONARE,Finished,-84.0510284,9.9369824
"Miguel, Pacheco",M,CR,Student,FEES antimicrobianos,Búsqueda de nuevos antimicrobianos en jardines fúngicos de hormigas de Costa Rica,01/01/2016,12/31/2017,"Salud
Ambiental
Desarrollo científico
Biodiversidad",La Selva,Universidad de Costa Rica,CR,FEES  CONARE,Finished,-84.0510284,9.9369824
"Rolando, Moreira",M,CR,Student,FEES antimicrobianos,Búsqueda de nuevos antimicrobianos en jardines fúngicos de hormigas de Costa Rica,01/01/2016,12/31/2017,"Salud
Ambiental
Desarrollo científico
Biodiversidad",La Selva,Universidad de Costa Rica,CR,FEES  CONARE,Finished,-84.0510284,9.9369824
"James, Fong",M,US,Student,Coevolution of Orchid Bees (Euglossini: Hymenoptera) and Their Host Orchids,"Coevolution of Orchid Bees (Euglossini: Hymenoptera) and
Their Host Orchids",06/09/2016,08/31/2021,"Euglossa, Gongora, ",La Selva,"University of California, Davis ( UC Davis )",US,,Approved,-121.7617125,38.5382322
"Maria Fernanda, Guizar Amador",F,MX,Student,Coevolution of Orchid Bees (Euglossini: Hymenoptera) and Their Host Orchids,"Coevolution of Orchid Bees (Euglossini: Hymenoptera) and
Their Host Orchids",06/09/2016,08/31/2021,"Euglossa, Gongora, ",La Selva,"University of California, Davis ( UC Davis )",US,,Approved,-121.7617125,38.5382322
"Santiago, Ramirez",M,CO,Principal Investigator,Coevolution of Orchid Bees (Euglossini: Hymenoptera) and Their Host Orchids,"Coevolution of Orchid Bees (Euglossini: Hymenoptera) and
Their Host Orchids",06/09/2016,08/31/2021,"Euglossa, Gongora, ",La Selva,"University of California, Davis ( UC Davis )",US,,Approved,-121.7617125,38.5382322
"Annelise, Blanchette",F,US,Student,"Color, defense, and behavior in green and black poison frog","The relationship between color, chemical defense, and behavior in the green and black poison frog, Dendrobates auratus",05/29/2016,07/01/2016,See attached.,La Selva,John Carroll University,US,John Carroll University,Finished,-81.5293129,41.490507
"Ashleigh, Minetti",F,US,Student,"Color, defense, and behavior in green and black poison frog","The relationship between color, chemical defense, and behavior in the green and black poison frog, Dendrobates auratus",05/29/2016,07/01/2016,See attached.,La Selva,John Carroll University,US,John Carroll University,Finished,-81.5293129,41.490507
"Ralph, Saporito",M,US,Principal Investigator,"Color, defense, and behavior in green and black poison frog","The relationship between color, chemical defense, and behavior in the green and black poison frog, Dendrobates auratus",05/29/2016,07/01/2016,See attached.,La Selva,John Carroll University,US,John Carroll University,Finished,-81.5293129,41.490507
"Francisco, Bravo",M,CR,Principal Investigator,Diversidad de especies de plecopteros en Costa Rica,Diversidad de especies de la Familia Perlidae (Plecoptera) en Costa Rica,04/25/2016,,"Perlidae, calidad del agua, plecopteros, importancia ecologica.",La Selva,Universidad Nacional de Costa Rica ( UNA ),CR,,Approved,-84.1111898,9.9986898
"José Esteban, Jiménez Vargas",M,CR,Field Assistant,Pachyneurium,Diversification of a neotropical litter-trapping epiphyte clade (Anthurium section Pachyneurium): a preliminary assessment of niche conservatism,07/13/2016,07/31/2016,Araceae Anthurium section Pachyneurium epiphytes litter-trappers functional traits diversification species delimitation biogeography neotropics,La Selva,Universidad de Costa Rica,CR,Duke Energy; Organization for Tropical Studies,Finished,-84.0510284,9.9369824
"Nathan, Hartley",M,US,Principal Investigator,Pachyneurium,Diversification of a neotropical litter-trapping epiphyte clade (Anthurium section Pachyneurium): a preliminary assessment of niche conservatism,07/13/2016,07/31/2016,Araceae Anthurium section Pachyneurium epiphytes litter-trappers functional traits diversification species delimitation biogeography neotropics,La Selva,Duke University,US,Duke Energy; Organization for Tropical Studies,Finished,-78.9382286,36.0014258
"Brittany, Harris",F,US,Volunteer,Thermal Tolerance of Tropical Plants,The Effect of Microclimate and Ontogeny on Plant Thermal Tolerance with Implications for Species Distribution Modeling.,07/01/2016,08/01/2017,"physiological thermal tolerance, climate change, species distribution modeling, canopy, understory, ontogeny",La Selva,Florida International University,US,Organization for Tropical Studies,Finished,-80.3768786,25.7561275
"Timothy, Perez",M,US,Principal Investigator,Thermal Tolerance of Tropical Plants,The Effect of Microclimate and Ontogeny on Plant Thermal Tolerance with Implications for Species Distribution Modeling.,07/01/2016,08/01/2017,"physiological thermal tolerance, climate change, species distribution modeling, canopy, understory, ontogeny",La Selva,Florida International University,US,Organization for Tropical Studies,Finished,-80.3768786,25.7561275
"Andy, Kulikowski",M,US,Student,BUGNET,Insect interactions in tropical forest restoration ,06/24/2016,,"restoration, ecological networks, ants, mutualism, hemiptera, tropics, host-parasitoid",Las Cruces,"University of California, Santa Cruz",US,,Approved,-122.0582093,36.9880503
"Liming, Cai",F,CN,Student,Malpighiales,Floral And Leaf Variation in Malpighiales,07/01/2016,07/09/2016,"floral morphology, leaf morphology, Malpighiales, evolution",La Selva,Harvard University,US,Harvard University Herbaria Travel Funds,Finished,-71.1166601,42.3770029
"Liming, Cai",F,CN,Student,Malpighiales,Flora And Leaf Variation in Malpighiales,06/23/2016,06/29/2016,"floral morphology, leaf morphology, Malpighiales, evolution",Palo Verde,Harvard University,US,Harvard University Herbaria Travel Funds,Finished,-71.1166601,42.3770029
"Parrish, Brady",M,US,Principal Investigator,Polarization,Polarization in the tropical forest canopy,05/03/2016,07/03/2016,"Polarization, Scarabs, Camouflage.",La Selva,University of Texas at Austin,US,,Finished,-97.7340567,30.2849185
"Edauri, Navarro Perez",F,US,Student,female mate choice,Mechanisms of female mate choice in red-eyed treefrogs,06/09/2016,08/12/2016,"red-eyed treefrogs, sexual selection, female mate choice",La Selva,Universidad de Puerto Rico,PR,,Finished,-66.0500407,18.4028091
"Jeanne, Robertson",F,US,Principal Investigator,female mate choice,Mechanisms of female mate choice in red-eyed treefrogs,06/09/2016,08/12/2016,"red-eyed treefrogs, sexual selection, female mate choice",La Selva,"California State University, Northridge",US,,Finished,-118.5276745,34.2410366
"Kristine, Kaiser",F,US,Co-PI,female mate choice,Mechanisms of female mate choice in red-eyed treefrogs,06/09/2016,08/12/2016,"red-eyed treefrogs, sexual selection, female mate choice",La Selva,"California State University, Northridge",US,,Finished,-118.5276745,34.2410366
"Meaghan, Clark",F,US,Student,female mate choice,Mechanisms of female mate choice in red-eyed treefrogs,06/09/2016,08/12/2016,"red-eyed treefrogs, sexual selection, female mate choice",La Selva,"California State University, Northridge",US,,Finished,-118.5276745,34.2410366
"Chloe, Boehlke",F,US,Student,female mate choice,Mechanisms of female mate choice in red-eyed treefrogs,06/09/2016,08/12/2016,"red-eyed treefrogs, sexual selection, female mate choice",La Selva,Fort Lewis College,US,,Finished,-107.8682022,37.2754262
"Jeffrey, Cole",M,US,Principal Investigator,Ensiferan bioacoustics,Bioacoustics of Grylloidea and Tettigoniidae: associating singing insects with their songs,06/18/2016,06/21/2016,"bioacoustics, crickets, katydids",Palo Verde,Pasadena City College,US,Personal Funding,Finished,-118.1181898,34.1445828
"Christiane, Scheffler",F,DE,Intern,fleas,Examination of bat parasites,09/11/2016,09/14/2016,"bats, bat parasites, bat-flies
parasite communities",La Selva,University of Potsdam,DE,,Finished,13.0119098,52.4010314
"Frank Ingo, Scheffler",M,DE,Principal Investigator,fleas,Examination of bat parasites,09/11/2016,09/14/2016,"bats, bat parasites, bat-flies
parasite communities",La Selva,University of Potsdam,DE,,Finished,13.0119098,52.4010314
"Melanie, Dammhahn",F,DE,Collaborator,fleas,Examination of bat parasites,09/11/2016,09/14/2016,"bats, bat parasites, bat-flies
parasite communities",La Selva,University of Potsdam,DE,,Finished,13.0119098,52.4010314
"Mia-Lana, Lührs",F,DE,Collaborator,fleas,Examination of bat parasites,09/11/2016,09/14/2016,"bats, bat parasites, bat-flies
parasite communities",La Selva,University of Potsdam,DE,,Finished,13.0119098,52.4010314
"Michael, Koltzenburg",M,DE,Intern,fleas,Examination of bat parasites,09/11/2016,09/14/2016,"bats, bat parasites, bat-flies
parasite communities",La Selva,University of Tuebingen,DE,,Finished,9.043774,48.5294782
"Ariunbold, Jargalsaikhan",M,MN,Collaborator,fleas,Examination of bat parasites,09/11/2016,09/14/2016,"bats, bat parasites, bat-flies
parasite communities",La Selva,Mongolian State University of Education,MN,,Finished,106.9243785,47.9182924
"Gabriela, Morales-Nieves",F,PR,Field Assistant,Plantas leñosas,Patrones de dispersión espacial de plantas leñosas en bosque viejo y parcelas de reforestación,06/01/2016,08/10/2016,"dispersion pattern, phylogenetic Janzen-Connell hypothesis, forest dynamics",La Selva,Universidad de Puerto Rico,PR,NSF-LSAMP,Finished,-66.0500407,18.4028091
"Zacky, Ezedin",F,US,Field Assistant,Plantas leñosas,Patrones de dispersión espacial de plantas leñosas en bosque viejo y parcelas de reforestación,06/01/2016,08/10/2016,"dispersion pattern, phylogenetic Janzen-Connell hypothesis, forest dynamics",La Selva,Cornell University,US,NSF-LSAMP,Finished,-76.4735027,42.4534492
"Erin, Provenzano",F,US,Field Assistant,Plantas leñosas,Patrones de dispersión espacial de plantas leñosas en bosque viejo y parcelas de reforestación,06/01/2016,08/10/2016,"dispersion pattern, phylogenetic Janzen-Connell hypothesis, forest dynamics",La Selva,Purchase College SUNY,US,NSF-LSAMP,Finished,-73.6963297,41.0388732
"Griffith, Keating",F,US,Field Assistant,Plantas leñosas,Patrones de dispersión espacial de plantas leñosas en bosque viejo y parcelas de reforestación,06/01/2016,08/10/2016,"dispersion pattern, phylogenetic Janzen-Connell hypothesis, forest dynamics",La Selva,Purchase College SUNY,US,NSF-LSAMP,Finished,-73.6963297,41.0388732
"Susan, Letcher",F,US,Principal Investigator,Plantas leñosas,Patrones de dispersión espacial de plantas leñosas en bosque viejo y parcelas de reforestación,06/01/2016,08/10/2016,"dispersion pattern, phylogenetic Janzen-Connell hypothesis, forest dynamics",La Selva,State University of New York at Binghamton,US,NSF-LSAMP,Finished,-75.9694885,42.0894288
"Paul, Foster",M,US,Advisor,Plantas,"Nivel de biodiversidad asociada en plantaciones forestales en Sarapiquí, Heredia, Costa Rica.",06/01/2016,08/31/2016,"Reforestation, associated biodiversity, understory plants, timber plantation",La Selva,Reserva Bijagual,CR,NSF REU Program,Finished,-84.1035002,10.3621401
"Brooke Elizabeth, Micke",F,PH,Student,Plantas,"Nivel de biodiversidad asociada en plantaciones forestales en Sarapiquí, Heredia, Costa Rica.",06/01/2016,08/31/2016,"Reforestation, associated biodiversity, understory plants, timber plantation",La Selva,Saint Louis University,PH,NSF REU Program,Finished,-90.2340587,38.6346955
"Lydia, Lichtiger",F,US,Student,Plantas,"Nivel de biodiversidad asociada en plantaciones forestales en Sarapiquí, Heredia, Costa Rica.",06/01/2016,08/31/2016,"Reforestation, associated biodiversity, understory plants, timber plantation",La Selva,Earlham College,US,NSF REU Program,Finished,-84.913241,39.823941
"Fortunato, Rayan Perez",M,US,Field Assistant,UDA,Understanding Determinants of Community Assembly in Second Growth Forest: How historical constraints and species interactions shape biodiversity across secondary forest?,10/27/2016,,"seed, seedlings, successional, second growth, assembly",La Selva,University of Nebraska - Lincoln,US,OTS - OET,Approved,-96.7004763,40.8201966
"Nohemi, Huanca Nunez",F,PE,Principal Investigator,UDA,Understanding Determinants of Community Assembly in Second Growth Forest: How historical constraints and species interactions shape biodiversity across secondary forest?,10/27/2016,,"seed, seedlings, successional, second growth, assembly",La Selva,University of Nebraska - Lincoln,US,OTS - OET,Approved,-96.7004763,40.8201966
"Christine, Dahlin",F,US,Principal Investigator, Evolución Cultural en el Dialecto Vocal de los Loros,El Plazo Largo Seguimiento de la Evolución Cultural en el Dialecto Vocal de los Loros,06/01/2016,07/01/2016,,Palo Verde,University of Pittsburgh at Johnstown,US,University of Pittsburgh ,Finished,-78.8340173,40.2674464
"Jairo, Hidalgo",M,CR,Student,REU: CO2 comparison ,Long-term photosynthesis acclimation to gradual increase of CO2 on tropical tree seedlings: a 30 year comparison. / Aclimatación fotosintética a largo plazo al incremento gradual de CO2 sobre plántulas de àrboles tropicales: una comparación a 30 años.,05/14/2016,08/10/2016,"CO2 enrichment, ",La Selva,Universidad de Costa Rica,CR,,Finished,-84.0510284,9.9369824
"Sophie, Wulfing",F,US,Student,REU: CO2 comparison ,Long-term photosynthesis acclimation to gradual increase of CO2 on tropical tree seedlings: a 30 year comparison. / Aclimatación fotosintética a largo plazo al incremento gradual de CO2 sobre plántulas de àrboles tropicales: una comparación a 30 años.,05/14/2016,08/10/2016,"CO2 enrichment, ",La Selva,Universidad de Costa Rica,CR,,Finished,-84.0510284,9.9369824
"Georgia, Hernández",F,CR,Student,REU: CO2 comparison ,Long-term photosynthesis acclimation to gradual increase of CO2 on tropical tree seedlings: a 30 year comparison. / Aclimatación fotosintética a largo plazo al incremento gradual de CO2 sobre plántulas de àrboles tropicales: una comparación a 30 años.,05/14/2016,08/10/2016,"CO2 enrichment, ",La Selva,Universidad Nacional de Costa Rica ( UNA ),CR,,Finished,-84.1111898,9.9986898
"José Andrés, Rodríguez Zumbado",M,CR,Field Assistant,REU: CO2 comparison ,Long-term photosynthesis acclimation to gradual increase of CO2 on tropical tree seedlings: a 30 year comparison. / Aclimatación fotosintética a largo plazo al incremento gradual de CO2 sobre plántulas de àrboles tropicales: una comparación a 30 años.,05/14/2016,08/10/2016,"CO2 enrichment, ",La Selva,Universidad Nacional de Costa Rica ( UNA ),CR,,Finished,-84.1111898,9.9986898
"José Carlos, López",M,CR,Student,REU: CO2 comparison ,Long-term photosynthesis acclimation to gradual increase of CO2 on tropical tree seedlings: a 30 year comparison. / Aclimatación fotosintética a largo plazo al incremento gradual de CO2 sobre plántulas de àrboles tropicales: una comparación a 30 años.,05/14/2016,08/10/2016,"CO2 enrichment, ",La Selva,Universidad Nacional de Costa Rica ( UNA ),CR,,Finished,-84.1111898,9.9986898
"Pablo, Barquero",M,CR,Field Assistant,REU: CO2 comparison ,Long-term photosynthesis acclimation to gradual increase of CO2 on tropical tree seedlings: a 30 year comparison. / Aclimatación fotosintética a largo plazo al incremento gradual de CO2 sobre plántulas de àrboles tropicales: una comparación a 30 años.,05/14/2016,08/10/2016,"CO2 enrichment, ",La Selva,Universidad Nacional de Costa Rica ( UNA ),CR,,Finished,-84.1111898,9.9986898
"Patricia, Perles",F,CR,Field Assistant,REU: CO2 comparison ,Long-term photosynthesis acclimation to gradual increase of CO2 on tropical tree seedlings: a 30 year comparison. / Aclimatación fotosintética a largo plazo al incremento gradual de CO2 sobre plántulas de àrboles tropicales: una comparación a 30 años.,05/14/2016,08/10/2016,"CO2 enrichment, ",La Selva,Universidad Nacional de Costa Rica ( UNA ),CR,,Finished,-84.1111898,9.9986898
"Roberto, Cordero",M,CR,Principal Investigator,REU: CO2 comparison ,Long-term photosynthesis acclimation to gradual increase of CO2 on tropical tree seedlings: a 30 year comparison. / Aclimatación fotosintética a largo plazo al incremento gradual de CO2 sobre plántulas de àrboles tropicales: una comparación a 30 años.,05/14/2016,08/10/2016,"CO2 enrichment, ",La Selva,Universidad Nacional de Costa Rica ( UNA ),CR,,Finished,-84.1111898,9.9986898
"Maria, Gei",F,CR,Principal Investigator,Carbon costs of nitrogen fixation,Carbon costs of nitrogen fixation in tropical dry and wet forest legumes,09/01/2016,12/15/2016,nitrogen fixation - carbon - legumes ,La Selva,University of Minnesota - Twin Cities Campus,US,,Finished,-93.2279073,44.9728339
"Jonathan, Flickinger",M,US,Principal Investigator,Caribbean Eugenia,Systematics of Eugenia cordata (Sw.) DC. (Myrtaceae) and Its Relatives in the Caribbean Floristic Region,06/30/2016,07/11/2016,phylogenetics systematics Myrtaceae Caribbean,La Selva,Florida International University,US,Florida International University,Finished,-80.3768786,25.7561275
"Jonathan, Flickinger",M,US,Principal Investigator,Caribbean Eugenia,Systematics of Eugenia cordata (Sw.) DC. (Myrtaceae) and Its Relatives in the Caribbean Floristic Region,06/11/2016,06/16/2016,phylogenetics systematics Myrtaceae Caribbean,Las Cruces,Florida International University,US,Florida International University,Finished,-80.3768786,25.7561275
"Donald, Jones",M,US,Student,Selfor,Selective filtering of vertebrate communities along linear forest patches,05/20/2016,11/20/2016,"Riparian forest, mammals, birds",La Selva,Middlebury College,US,"University of Maryland, Baltimore County",Finished,-73.1760413,44.0081076
"Savanah, Bird",F,US,Student,Selfor,Selective filtering of vertebrate communities along linear forest patches,05/20/2016,11/20/2016,"Riparian forest, mammals, birds",La Selva,Pomona College,US,"University of Maryland, Baltimore County",Finished,-117.7118837,34.0977683
"Matthew, Fagan",M,US,Principal Investigator,Selfor,Selective filtering of vertebrate communities along linear forest patches,05/20/2016,11/20/2016,"Riparian forest, mammals, birds",La Selva,University of Maryland Baltimore County,US,"University of Maryland, Baltimore County",Finished,-76.7109674,39.2556759
"Christopher, Fernández",M,US,Student,Peccary effects,"Examining the effects of peccaries and other mammals on ground nesting birds nests and reptiles, amphibians, and invertebrates",06/16/2016,08/05/2016,"peccaries, camera traps, artificial nests, nest predation, mesopredators, noninvasive sampling",La Selva,George Mason University,US,NSF-LSAMP,Finished,-77.3073606,38.8298118
"Michael, Cove",M,US,Principal Investigator,Peccary effects,"Examining the effects of peccaries and other mammals on ground nesting birds nests and reptiles, amphibians, and invertebrates",06/16/2016,08/05/2016,"peccaries, camera traps, artificial nests, nest predation, mesopredators, noninvasive sampling",La Selva,North Carolina State University,US,NSF-LSAMP,Finished,-78.6820946,35.7846633
"María, Vera",F,US,Student,Peccary effects,"Examining the effects of peccaries and other mammals on ground nesting birds nests and reptiles, amphibians, and invertebrates",06/16/2016,08/05/2016,"peccaries, camera traps, artificial nests, nest predation, mesopredators, noninvasive sampling",La Selva,Virginia Commonwealth University,US,NSF-LSAMP,Finished,-77.4526805,37.5483122
"Edauri, Navarro Perez",F,US,Student,female mate choice,Your project Mechanisms of female mate choice in red-eyed treefrogs,06/09/2016,08/10/2016,"red-eyed treefrogs, sexual selection, female mate choice",La Selva,Universidad de Puerto Rico,PR,,Finished,-66.0500407,18.4028091
"Abigail, Kropf",F,US,Student,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Alec, Iruri-Tucker",M,US,Student,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Amanda, De La Rosa",F,US,Student,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Amy, Hall",F,US,Student,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Ashlee, Webb",F,US,Student,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Colleen, Friedly",F,US,Student,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Desiree, Nieves",F,US,Student,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Emily, Chester",F,US,Coordinator,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
"Eric, Johnson",M,US,Coordinator,Fragmentation,Assessing the effects of human activity related to sustainability and biodiversity conservation on tropical forests and primates,01/01/2017,08/01/2019,"environmental endocrinology, primate-human interactions, forest fragmentation",La Selva,Indiana University at Bloomington,US,National Science Foundation NSF,Finished,-86.512627,39.1754487
